,Open,High,Low,Close,Volume
2021-01-28 03:30:00,30362.19000000,31526.78000000,29842.10000000,31404.25000000,14152.37926800
2021-01-28 07:30:00,31406.90000000,31876.63000000,31045.70000000,31170.53000000,12487.83428400
2021-01-28 11:30:00,31170.20000000,31600.00000000,30812.26000000,31437.37000000,11864.19013300
2021-01-28 15:30:00,31437.37000000,32203.38000000,31161.96000000,31926.49000000,18406.77480400
2021-01-28 19:30:00,31926.49000000,32747.78000000,31650.00000000,32564.71000000,16889.86912200
2021-01-28 23:30:00,32564.71000000,33783.98000000,32392.34000000,33364.86000000,18820.09800600
2021-01-29 03:30:00,33368.18000000,34310.00000000,33330.93000000,33733.58000000,26746.70714100
2021-01-29 07:30:00,33728.99000000,33934.48000000,31915.40000000,32266.35000000,28364.15898900
2021-01-29 11:30:00,32266.36000000,37990.00000000,32006.91000000,37025.32000000,74717.37040600
2021-01-29 15:30:00,37023.83000000,38531.90000000,36456.78000000,37129.40000000,39582.77915100
2021-01-29 19:30:00,37129.40000000,37569.00000000,33500.00000000,34318.57000000,41001.26865000
2021-01-29 23:30:00,34322.50000000,35354.94000000,33700.00000000,34252.20000000,21414.72128900
2021-01-30 03:30:00,34246.28000000,34933.00000000,32825.00000000,33273.36000000,19111.75679400
2021-01-30 07:30:00,33273.36000000,34200.00000000,33001.52000000,34046.80000000,15377.31394800
2021-01-30 11:30:00,34046.82000000,34424.70000000,33510.00000000,33660.40000000,15905.50680000
2021-01-30 15:30:00,33660.40000000,34500.00000000,33410.63000000,34210.20000000,11980.51146400
2021-01-30 19:30:00,34210.18000000,34400.02000000,33520.00000000,34286.50000000,13229.45544100
2021-01-30 23:30:00,34286.50000000,34800.00000000,33966.40000000,34262.88000000,9285.13689300
2021-01-31 03:30:00,34262.89000000,34342.69000000,33655.00000000,33930.21000000,9135.95818200
2021-01-31 07:30:00,33930.22000000,34127.65000000,33450.00000000,33607.98000000,7736.68868400
2021-01-31 11:30:00,33607.68000000,33832.94000000,33205.00000000,33563.23000000,9660.99340400
2021-01-31 15:30:00,33563.24000000,34220.00000000,32554.00000000,32862.66000000,15985.65861600
2021-01-31 19:30:00,32862.65000000,33077.90000000,32171.67000000,32808.80000000,15824.56626800
2021-01-31 23:30:00,32807.29000000,33255.49000000,32461.23000000,33092.98000000,10398.41523000
2021-02-01 03:30:00,33092.97000000,33830.00000000,32296.16000000,33573.97000000,14674.64903800
2021-02-01 07:30:00,33573.25000000,34427.00000000,33284.24000000,33803.97000000,15350.21249100
2021-02-01 11:30:00,33802.60000000,34717.27000000,33589.23000000,34183.33000000,19521.50787200
2021-02-01 15:30:00,34183.33000000,34460.00000000,33160.00000000,33160.17000000,17478.70659700
2021-02-01 19:30:00,33160.00000000,34100.00000000,33133.26000000,33838.13000000,9133.51937400
2021-02-01 23:30:00,33838.13000000,34039.00000000,33430.76000000,33526.37000000,6559.68151000
2021-02-02 03:30:00,33517.09000000,34161.39000000,33418.00000000,33550.32000000,9103.94322500
2021-02-02 07:30:00,33554.08000000,34400.00000000,33500.00000000,34223.38000000,10429.38599700
2021-02-02 11:30:00,34223.38000000,35668.10000000,34080.00000000,34720.15000000,22068.65874800
2021-02-02 15:30:00,34722.97000000,35200.00000000,34333.00000000,34708.47000000,12709.43450700
2021-02-02 19:30:00,34708.47000000,35800.00000000,34556.85000000,35762.03000000,13461.67164200
2021-02-02 23:30:00,35762.05000000,35984.33000000,35466.00000000,35466.24000000,10283.56576100
2021-02-03 03:30:00,35472.71000000,36500.00000000,35362.38000000,36403.47000000,13559.34709300
2021-02-03 07:30:00,36403.47000000,36845.00000000,36231.66000000,36297.57000000,11921.87584900
2021-02-03 11:30:00,36297.58000000,36299.98000000,35511.00000000,35969.41000000,13023.20914700
2021-02-03 15:30:00,35969.41000000,36917.27000000,35810.90000000,36850.00000000,15213.60542600
2021-02-03 19:30:00,36850.00000000,37221.42000000,36643.07000000,36788.89000000,15217.45964600
2021-02-03 23:30:00,36788.89000000,37662.63000000,36644.44000000,37618.87000000,11848.83650200
2021-02-04 03:30:00,37620.26000000,38288.00000000,37363.17000000,37498.78000000,16048.73080800
2021-02-04 07:30:00,37498.78000000,38195.00000000,37326.83000000,37843.40000000,11666.89534000
2021-02-04 11:30:00,37843.40000000,38708.27000000,36662.45000000,37321.75000000,23737.16577300
2021-02-04 15:30:00,37319.43000000,37763.57000000,36161.95000000,36564.23000000,16990.98979300
2021-02-04 19:30:00,36564.23000000,37499.99000000,36399.79000000,37467.18000000,12863.24217000
2021-02-04 23:30:00,37467.18000000,37783.83000000,36841.77000000,36936.66000000,10773.71201400
2021-02-05 03:30:00,36936.65000000,37400.00000000,36570.00000000,37366.02000000,10632.92953400
2021-02-05 07:30:00,37366.01000000,37727.22000000,36995.27000000,37653.98000000,9321.43907300
2021-02-05 11:30:00,37659.64000000,37800.00000000,37200.00000000,37691.32000000,10411.09718200
2021-02-05 15:30:00,37691.32000000,38310.12000000,37527.14000000,37960.76000000,16107.66023700
2021-02-05 19:30:00,37960.76000000,38163.34000000,37230.00000000,37608.92000000,12503.52316000
2021-02-05 23:30:00,37608.91000000,38309.00000000,37485.94000000,38290.24000000,7704.68508900
2021-02-06 03:30:00,38289.32000000,39666.00000000,38215.94000000,39384.74000000,25430.06681200
2021-02-06 07:30:00,39386.92000000,39488.62000000,38600.00000000,39359.12000000,10697.93160200
2021-02-06 11:30:00,39362.27000000,40479.86000000,39297.75000000,40199.99000000,18448.75608700
2021-02-06 15:30:00,40199.52000000,40866.66000000,39836.72000000,40864.73000000,15572.22546200
2021-02-06 19:30:00,40865.12000000,40955.51000000,39940.44000000,40179.42000000,14276.24785700
2021-02-06 23:30:00,40179.42000000,40469.19000000,39035.33000000,39186.94000000,14332.08336300
2021-02-07 03:30:00,39181.01000000,39611.04000000,38344.00000000,38841.46000000,16160.62467300
2021-02-07 07:30:00,38839.52000000,39094.36000000,37923.00000000,39030.00000000,12893.36498800
2021-02-07 11:30:00,39030.00000000,39700.00000000,38762.16000000,39046.60000000,12809.52363900
2021-02-07 15:30:00,39044.37000000,39272.69000000,37580.00000000,37921.11000000,17482.43892500
2021-02-07 19:30:00,37921.12000000,38444.00000000,37351.00000000,38050.00000000,14665.03998200
2021-02-07 23:30:00,38050.00000000,39080.00000000,37660.97000000,38795.69000000,10352.68755600
2021-02-08 03:30:00,38795.69000000,39130.00000000,37988.89000000,38076.06000000,10542.21686300
2021-02-08 07:30:00,38073.02000000,39391.78000000,37992.39000000,39269.95000000,10267.21994500
2021-02-08 11:30:00,39269.78000000,39498.99000000,38844.75000000,39423.08000000,10896.46518300
2021-02-08 15:30:00,39423.08000000,44918.00000000,39094.01000000,43716.32000000,56908.03053200
2021-02-08 19:30:00,43703.23000000,44280.00000000,42521.62000000,43051.95000000,19943.67128500
2021-02-08 23:30:00,43049.98000000,46794.45000000,42905.29000000,46374.87000000,30039.93310600
2021-02-09 03:30:00,46374.86000000,47498.00000000,45500.00000000,46599.51000000,26874.24810600
2021-02-09 07:30:00,46599.51000000,48142.19000000,46198.76000000,47505.40000000,20161.33290500
2021-02-09 11:30:00,47505.39000000,47928.23000000,45560.97000000,46380.92000000,20244.46209200
2021-02-09 15:30:00,46390.95000000,47083.84000000,44961.09000000,46773.63000000,21012.57191400
2021-02-09 19:30:00,46773.63000000,47433.78000000,46011.00000000,47060.18000000,15682.98794600
2021-02-09 23:30:00,47060.38000000,47499.43000000,46201.37000000,46420.42000000,11524.25874900
2021-02-10 03:30:00,46420.42000000,46900.00000000,45979.58000000,46221.07000000,13015.14104200
2021-02-10 07:30:00,46225.71000000,46944.07000000,45589.98000000,46563.69000000,13550.96062100
2021-02-10 11:30:00,46565.11000000,47310.00000000,46262.22000000,46586.56000000,14054.91888900
2021-02-10 15:30:00,46586.55000000,46593.34000000,43727.00000000,44353.04000000,30243.50810700
2021-02-10 19:30:00,44354.50000000,45239.98000000,43800.00000000,45190.05000000,16317.48616800
2021-02-10 23:30:00,45190.05000000,45322.09000000,44355.00000000,44807.58000000,9972.16737300
2021-02-11 03:30:00,44807.58000000,45051.27000000,43994.02000000,44582.07000000,7762.67679600
2021-02-11 07:30:00,44583.71000000,45129.59000000,44397.62000000,44700.01000000,7366.42492900
2021-02-11 11:30:00,44700.00000000,46546.47000000,44500.00000000,46061.49000000,15019.00178000
2021-02-11 15:30:00,46061.48000000,48399.00000000,46060.03000000,47960.85000000,27224.39632800
2021-02-11 19:30:00,47960.86000000,48298.00000000,46900.00000000,47754.03000000,15046.19747700
2021-02-11 23:30:00,47754.02000000,48678.90000000,46542.29000000,47969.51000000,17142.38414400
2021-02-12 03:30:00,47968.66000000,48985.80000000,47338.35000000,47587.31000000,15421.00745200
2021-02-12 07:30:00,47587.31000000,47587.31000000,46789.00000000,47318.81000000,14527.29769900
2021-02-12 11:30:00,47318.02000000,47999.00000000,47027.03000000,47562.42000000,11750.76789200
2021-02-12 15:30:00,47560.06000000,48140.00000000,46125.00000000,47021.05000000,19696.60377800
2021-02-12 19:30:00,47021.05000000,47980.00000000,46915.32000000,47272.95000000,14218.66940400
2021-02-12 23:30:00,47272.96000000,48150.00000000,47140.26000000,47287.60000000,10255.68947200
2021-02-13 03:30:00,47298.15000000,48150.00000000,47200.00000000,47829.22000000,9645.00287000
2021-02-13 07:30:00,47829.21000000,47934.14000000,46990.00000000,46995.72000000,9730.90040400
2021-02-13 11:30:00,46995.01000000,47569.03000000,46251.00000000,46589.20000000,16199.89783300
2021-02-13 15:30:00,46586.23000000,47300.00000000,46202.53000000,47076.01000000,12688.60626300
2021-02-13 19:30:00,47076.02000000,47400.14000000,46708.94000000,46870.15000000,8667.44745700
2021-02-13 23:30:00,46871.95000000,47397.36000000,46653.58000000,47153.69000000,6836.24257200
2021-02-14 03:30:00,47156.78000000,47730.00000000,47014.17000000,47267.21000000,10236.61092700
2021-02-14 07:30:00,47267.20000000,49404.94000000,47220.42000000,48725.18000000,18793.64385400
2021-02-14 11:30:00,48725.18000000,49349.76000000,48389.55000000,49055.16000000,11298.42990700
2021-02-14 15:30:00,49055.17000000,49707.43000000,48101.38000000,48541.18000000,16238.03373400
2021-02-14 19:30:00,48537.96000000,49100.00000000,48400.31000000,48693.39000000,9057.26902600
2021-02-14 23:30:00,48693.38000000,49300.00000000,48505.79000000,48577.79000000,8111.48808500
2021-02-15 03:30:00,48580.47000000,49010.92000000,45570.79000000,47120.30000000,22312.04718500
2021-02-15 07:30:00,47120.31000000,47441.02000000,46174.78000000,47267.06000000,13387.26393600
2021-02-15 11:30:00,47270.50000000,47999.00000000,47112.38000000,47802.66000000,10811.10451100
2021-02-15 15:30:00,47802.67000000,48219.23000000,47423.99000000,47938.83000000,11553.36169800
2021-02-15 19:30:00,47938.84000000,48800.00000000,47938.83000000,48657.31000000,10563.58959100
2021-02-15 23:30:00,48657.31000000,48801.00000000,47643.00000000,47911.10000000,10770.78986300
2021-02-16 03:30:00,47911.10000000,49670.00000000,47003.62000000,49624.03000000,15120.88981800
2021-02-16 07:30:00,49624.02000000,49998.00000000,48550.00000000,49163.46000000,14337.84062000
2021-02-16 11:30:00,49161.75000000,49318.47000000,48700.00000000,48915.48000000,9119.55574000
2021-02-16 15:30:00,48915.49000000,50689.18000000,48403.21000000,48956.91000000,27491.09257600
2021-02-16 19:30:00,48956.91000000,49291.00000000,47750.00000000,48537.39000000,14216.13700500
2021-02-16 23:30:00,48536.35000000,49290.00000000,48173.81000000,49133.45000000,8527.75053900
2021-02-17 03:30:00,49133.45000000,50274.88000000,48947.00000000,49657.38000000,12106.49299600
2021-02-17 07:30:00,49657.84000000,51266.09000000,49106.75000000,51112.39000000,18385.20570000
2021-02-17 11:30:00,51116.77000000,51678.36000000,50628.58000000,51273.46000000,16605.90254600
2021-02-17 15:30:00,51270.86000000,51633.17000000,50542.30000000,51169.97000000,16137.04789400
2021-02-17 19:30:00,51169.97000000,52395.00000000,50780.00000000,52142.35000000,12940.18146600
2021-02-17 23:30:00,52142.36000000,52618.74000000,51893.34000000,52119.71000000,9568.80721600
2021-02-18 03:30:00,52117.67000000,52530.00000000,51933.24000000,52032.64000000,9620.97300900
2021-02-18 07:30:00,52032.64000000,52298.00000000,51295.00000000,51901.96000000,10614.61977600
2021-02-18 11:30:00,51901.95000000,52168.75000000,51133.00000000,51374.07000000,10579.24662400
