,status,totalResults,articles
10,ok,448,"{'source': {'id': None, 'name': 'CoinDesk'}, 'author': 'Alyssa Hertig', 'title': 'Taproot, Bitcoin’s Long-Anticipated Upgrade, Has Activated', 'description': 'Taproot gives developers an expanded toolbox to work with as they continue to ideate, iterate and build on Bitcoin.', 'url': 'https://www.coindesk.com/tech/2021/11/13/taproot-bitcoins-long-anticipated-upgrade-activates-this-weekend/', 'urlToImage': 'https://www.coindesk.com/resizer/kPpKEY-NCH5SdSc2X-254VJv_08=/1200x628/cloudfront-us-east-1.images.arcpublishing.com/coindesk/U6KFJFBFFFGAJL2N6MEX7I66TE.jpg', 'publishedAt': '2021-11-15T10:13:19Z', 'content': 'At 5:15 UTC (00:15 EST) on Sunday, Nov. 14, Taproot, the long-anticipated Bitcoin upgrade, activated at block 709,632, opening the door for developers to integrate new features that will improve priv… [+44 chars]'}"
11,ok,448,"{'source': {'id': None, 'name': 'heise online'}, 'author': 'Frank Schräer', 'title': 'Montag: Corona-Zahlen bringen Homeoffice zurück und Bitcoin bekommt ein Update', 'description': 'Homeoffice & 3-G-Regelung für Arbeitnehmer + Taproot-Update für Bitcoin + Unfallopfer verklagt Amazon + Corona-Impfstoffe aus China + Mikroprozessor wird 50', 'url': 'https://www.heise.de/news/Montag-Corona-Zahlen-bringen-Homeoffice-zurueck-und-Bitcoin-bekommt-ein-Update-6266477.html', 'urlToImage': 'https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/3/2/1/4/2/3/9/montag-be2e6f205bc8821f.webp', 'publishedAt': '2021-11-15T05:30:00Z', 'content': 'Trotz eigentlich guter Impfquoten steigen die Coronavirus-Infektionszahlen in bislang unerreichte Höhen und die Politik sucht nach Lösungen. Nun soll die Homeoffice-Pflicht zurück kommen sowie eine 3… [+3740 chars]'}"
12,ok,448,"{'source': {'id': None, 'name': 'MarketWatch'}, 'author': 'Barbara Kollmeyer', 'title': 'Need to Know: Kyle Bass says the big money has been made in bitcoin. This is where investors need to put cash next.', 'description': ""Kyle Bass made winning bets against the housing market during the 2008-09 financial crisis. Here's what he's worried about now and how he thinks investors can protect themselves."", 'url': 'https://www.marketwatch.com/story/kyle-bass-says-the-big-money-has-been-made-in-bitcoin-this-is-where-investors-need-to-put-cash-next-11636979192', 'urlToImage': 'https://images.mktw.net/im-435027/social', 'publishedAt': '2021-11-15T12:26:00Z', 'content': 'A hedge-fund manager who made winning bets on subprime loans back in 2007 isnt too worried about a repeat of that crisis.I dont believe were in a bubble today, as far as ratios are concerned and leve… [+5250 chars]'}"
13,ok,448,"{'source': {'id': None, 'name': 'MakeUseOf'}, 'author': 'Katie Rees', 'title': '4 Ways to Store Your Crypto Seed Phrases Securely', 'description': ""Don't lose your crypto wallet. But more importantly, never lose your crypto wallet seed phrase, or you'll lose everything."", 'url': 'https://www.makeuseof.com/store-crypto-seed-phrases/', 'urlToImage': 'https://static1.makeuseofimages.com/wordpress/wp-content/uploads/2021/11/bitcoin-padlock-pic.jpg', 'publishedAt': '2021-11-15T13:00:11Z', 'content': 'Your seed phrase is one of the most important elements of your crypto wallet. It allows you to access your crypto wallet and stored funds, even if your wallet has been lost or deleted. Needless to sa… [+7739 chars]'}"
14,ok,448,"{'source': {'id': None, 'name': 'Andrewchen.com'}, 'author': 'Andrew Chen', 'title': 'Preview of a full chapter of The Cold Start Problem — my upcoming book dropping in December', 'description': 'Hi readers, In just a few weeks, I will be dropping new book, The Cold Start Problem!! Thanks to all of you for the tens of thousands of emails, tweets, and preorders in support of my work. If you haven’t gotten your copy — if you are in the US, here are the …', 'url': 'https://andrewchen.com/chapter-one-cold-start/', 'urlToImage': None, 'publishedAt': '2021-11-15T18:24:17Z', 'content': 'Hi readers,\r\nIn just a few weeks, I will be dropping new book, The Cold Start Problem!! Thanks to all of you for the tens of thousands of emails, tweets, and preorders in support of my work. If you h… [+34254 chars]'}"
15,ok,448,"{'source': {'id': None, 'name': 'XDA Developers'}, 'author': 'Corbin Davenport', 'title': 'Please shut up about cryptocurrency, NFTs, and the ‘Web 3.0’', 'description': 'I’ve been excited about technology for as long as I can remember, because most of the time, it leads to better lives for everyone involved. Affordable technology (like the budget smartphones we often cover here at XDA) and ever-growing access to the internet …', 'url': 'https://www.xda-developers.com/cryptocurrency-nfts-web-3-0/', 'urlToImage': 'https://www.xda-developers.com/files/2021/11/i-hate-all-of-this.jpg', 'publishedAt': '2021-11-15T15:29:04Z', 'content': 'I’ve been excited about technology for as long as I can remember, because most of the time, it leads to better lives for everyone involved. Affordable technology (like the budget smartphones we often… [+7516 chars]'}"
16,ok,448,"{'source': {'id': None, 'name': 'Android Authority'}, 'author': 'Tristan Rayner', 'title': 'Daily Authority:  OnePlus Nord 2 x Pac-Man is actually good', 'description': 'When brand collabs work they can be great, plus all the tech news you need to know today!', 'url': 'https://www.androidauthority.com/newsletters/da-november-15-2021/', 'urlToImage': 'https://cdn57.androidauthority.net/wp-content/uploads/2021/11/OnePlus-Nord-2-Pac-Man-edition-top-down-view-of-custom-icon.jpg', 'publishedAt': '2021-11-15T12:12:29Z', 'content': 'Were seeing more and more brand collaborations recently. From the reviled, like Balenciagas high-heeled Crocs, to the odd, when Tag Heuer teamed up with Super Mario for a fancy smartwatch.\xa0\r\n<ul><li>… [+3499 chars]'}"
17,ok,448,"{'source': {'id': None, 'name': 'Presse-citron'}, 'author': 'Hadrien Augusto', 'title': 'Bitcoin mis à jour\xa0: les 3 changements (expliqués simplement)', 'description': 'Taproot fait une beauté à Bitcoin, la part belle aux ""smart contrats"" et aux transactions multi-signatures plus confidentielles et sécurisées.', 'url': 'https://www.presse-citron.net/bitcoin-mis-a-jour-3-changements-expliques-simplement/', 'urlToImage': 'https://www.presse-citron.net/app/uploads/2021/03/Acheter-Bitcoin-application.jpg', 'publishedAt': '2021-11-15T10:00:02Z', 'content': 'Il faudra encore du temps avant den mesurer les changements, mais le processus est lancé. Le 14 novembre dernier, Bitcoin sest ouvert à sa mise à jour la plus importante depuis 2017. La Blockchain de… [+5785 chars]'}"
18,ok,448,"{'source': {'id': None, 'name': 'Marginalrevolution.com'}, 'author': 'Tyler Cowen', 'title': 'Christopher DeMuth on national conservatism', 'description': 'I thought the recent WSJ Op-Ed by DeMuth was one of this year’s more important essays.\xa0 DeMuth argues that conservatism needs a new [and also older], less libertarian, less cosmopolitan turn.\xa0 Here is his core message: When the leftward party in a two-party s…', 'url': 'https://marginalrevolution.com/marginalrevolution/2021/11/christopher-demuth-on-national-conservatism.html', 'urlToImage': 'https://marginalrevolution.com/wp-content/uploads/2016/10/MR-logo-thumbnail.png', 'publishedAt': '2021-11-15T06:03:25Z', 'content': 'I thought the recent WSJ Op-Ed by DeMuth was one of this year’s more important essays.\xa0 DeMuth argues that conservatism needs a new [and also older], less libertarian, less cosmopolitan turn.\xa0 Here i… [+6216 chars]'}"
19,ok,448,"{'source': {'id': None, 'name': 'Les Numériques'}, 'author': 'Patrick Randall', 'title': ""Actualité : Le bitcoin connaît une mise à niveau majeure avec l'activation de Taproot"", 'description': ""Prévue depuis plusieurs mois, l'activation du projet Taproot doit permettre d'améliorer la confidentialité des transactions et l'efficacité des contrats intelligents sur la blockchain bitcoin. La dernière mise à niveau majeure datait de 2017."", 'url': 'https://www.lesnumeriques.com/pro/le-bitcoin-connait-une-mise-a-niveau-majeure-avec-l-activation-de-taproot-n171237.html', 'urlToImage': 'https://dyw7ncnq1en5l.cloudfront.net/optim/news/17/171237/7a391cf6-le-bitcoin-connait-une-mise-a-niveau-majeure-avec-l-activation-de-taproot__1200_630__0-4-1200-634.jpeg', 'publishedAt': '2021-11-15T14:39:00Z', 'content': ""Prévue depuis plusieurs mois, l'activation du projet Taproot doit permettre d'améliorer la confidentialité des transactions et l'efficacité des contrats intelligents sur la blockchain bitcoin. La der… [+1928 chars]""}"
